ricoId,label
rico:migratedInto,a été migrée vers
rico:migrationRelation_role,a le rôle de la Relation de migration
rico:occupiesOrOccupied,occupe ou a occupé
rico:occurredAtDate,a pour date d'occurrence
rico:organicOrFunctionalProvenanceRelation_role,a le rôle de la Relation de provenance organique ou fonctionnelle
rico:organicProvenanceRelation_role,a le rôle de la Relation de provenance organique
rico:overlapsOrOverlapped,chevauche ou a chevauché
rico:ownershipRelation_role,a le rôle de la Relation de propriété
rico:performanceRelation_role,a le rôle de la Relation entre activités et agents
rico:performsOrPerformed,exerce ou a exercé
rico:placeRelation_role,a le rôle de la Relation impliquant un lieu
rico:positionHoldingRelation_role,a le rôle de la Relation entre une personne et un poste
rico:positionIsContextOfLeadershipRelation,poste est le contexte de la relation de direction
rico:positionIsContextOfMembershipRelation,poste est le contexte de la relation d'appartenance
rico:positionToGroupRelation_role,a le rôle de la Relation entre un poste et un groupe
rico:precededInSequence,a précédé dans la séquence
rico:precedesInSequenceTransitive,précède dans la séquence transitif
rico:precedesInTime,précède dans le temps
rico:precedesOrPreceded,précède ou a précédé
rico:precedesProxyInSequence,précède le proxy dans la séquence
rico:proxyDirectlyFollowsInSequence,proxy suit directement dans la séquence
rico:proxyDirectlyFollowsProxyInSequence,proxy suit directement le proxy dans la séquence
rico:proxyDirectlyIncludes,proxy inclut directement
rico:proxyDirectlyIncludesProxy,proxy inclut directement le proxy
rico:proxyDirectlyPrecedesInSequence,proxy précède directement dans la séquence
rico:proxyDirectlyPrecedesProxyInSequence,proxy précède directement le proxy dans la séquence
rico:proxyFollowsInSequence,proxy suit dans la séquence
rico:proxyFollowsProxyInSequenceTransitive,proxy suit le proxy dans la séquence transitif
rico:proxyFor,proxy pour
rico:proxyHasConstituent,proxy a pour constituant
rico:proxyHasConstituentProxyTransitive,proxy a pour constituant le proxy (transitif)
rico:proxyHasDirectConstituent,proxy a pour constituant direct
rico:proxyHasDirectConstituentProxy,proxy a pour constituant direct le proxy
rico:proxyIn,proxy dans
rico:proxyInRecord,proxy dans l’objet informationnel
rico:proxyInRecordSet,proxy dans l’ensemble d’objets informationnels
rico:proxyIncludes,proxy inclut
rico:proxyIncludesProxyTransitive,proxy inclut le proxy (transitif)
rico:proxyIsConstituentOf,proxy est un constituant de
rico:proxyIsConstituentOfProxyTransitive,proxy est un constituant du proxy (transitif)
rico:proxyIsDirectConstituentOf,proxy est un constituant direct de
rico:proxyIsDirectConstituentOfProxy,proxy est un constituant direct du proxy
rico:proxyIsDirectlyIncludedIn,proxy est directement inclus dans
rico:proxyIsDirectlyIncludedInProxy,proxy est directement inclus dans le proxy
rico:proxyIsIncludedIn,proxy est inclus dans
rico:proxyIsIncludedInProxyTransitive,proxy est inclus dans le proxy (transitif)
rico:proxyPrecedesInSequence,proxy précède dans la séquence
rico:proxyPrecedesProxyInSequenceTransitive,proxy précède le proxy dans la séquence (transitif)
rico:recordResourceGeneticRelation_role,a le rôle de la Relation génétique entre des ressources archivistiques
rico:recordResourceHasSourceOfInformation,est une ressource archivistique qui a pour source d’information
rico:recordResourceHoldingRelation_role,a le rôle de la Relation entre agents et ressources archivistiques ou instanciations conservées
rico:recordResourceToInstantiationRelation_role,a le rôle de la Relation d’instanciation
rico:recordResourceToRecordResourceRelation_role,a le rôle de la Relation entre ressources archivistiques
rico:regulatesOrRegulated,régule ou a régulé
rico:relationConnects,relation connecte
rico:relationHasContext,relation a pour contexte
rico:relationHasDate,relation a pour date
rico:relationHasSource,relation a pour source
rico:relationHasTarget,relation a pour cible
rico:relation_role,a le rôle de la Relation
rico:resultedFromTheMergerOf,résulte de la fusion de
rico:resultedFromTheSplitOf,résulte de la séparation de
rico:resultsOrResultedFrom,résulte ou a résulté de
rico:resultsOrResultedIn,a ou a eu pour résultat
rico:roleIsContextOfCreationRelation,rôle est le contexte de la relation de création
rico:ruleRelation_role,a le rôle de la Relation impliquant une règle
rico:sequentialRelation_role,a le rôle de la Relation séquentielle
rico:siblingRelation_role,a le rôle de la Relation de fratrie
rico:spouseRelation_role,a le rôle de la Relation matrimoniale
rico:studiesOrStudiedAt,étudie ou a étudié à
rico:studyAtRelation_role,a le rôle de la Relation entre institution d’enseignement et étudiants
rico:teachingRelation_role,a le rôle de la Relation entre enseignants et étudiants
rico:temporalRelation_role,a le rôle de la Relation temporelle
rico:thingIsConnectedToRelation,chose est connectée à la relation
rico:thingIsContextOfRelation,chose est le contexte de la relation
rico:thingIsSourceOfRelation,chose est la source de la relation
rico:thingIsTargetOfRelation,chose est la cible de la relation
rico:typeRelation_role,a le rôle de la Relation de catégorisation
rico:wasComponentOf,a été le composant de
rico:wasConstituentOf,a été un constituant de
rico:wasContainedBy,a été contenu par
rico:wasIncludedIn,a été inclus dans
rico:wasLastUpdatedAtDate,a pour date de dernière mise à jour
rico:wasMergedInto,a été fusionné dans
rico:wasPartOf,a fait partie de
rico:wasSplitInto,a été séparé en
rico:wasSubdivisionOf,a été une subdivision de
rico:wasSubeventOf,a été un événement constitutif de l'événement
rico:wasSubordinateTo,a été subalterne de
rico:wasUsedFromDate,a été utilisé à partir de la date
rico:wasUsedToDate,a été utilisé jusqu’à la date
rico:wholePartRelation_role,a le rôle de la Relation partitive
rico:workRelation_role,a le rôle de la Relation de travail
