ricoId,Label
rico:knowingRelation_role,A le rôle de la Relation de connaissance entre personnes
rico:knownBy,Est connue par
rico:knows,Connaît
rico:knowsOf,A connaissance de la personne
rico:leadershipRelation_role,A le rôle de la Relation de direction
rico:leadershipWithPosition,Relation de direction dans le cadre du poste
rico:managementRelation_role,A le rôle de la Relation de gestion
rico:mandateRelation_role,A le rôle de la Relation impliquant un mandat
rico:membershipRelation_role,A le rôle de la Relation d’appartenance
rico:membershipWithPosition,Relation d’appartenance dans le cadre du poste
rico:migratedFrom,A été produite par migration de
rico:migratedInto,A été migrée vers
rico:migrationRelation_role,A le rôle de la Relation de migration
rico:occupiesOrOccupied,Occupe ou a occupé
rico:occurredAtDate,A pour date d'occurrence
rico:organicOrFunctionalProvenanceRelation_role,A le rôle de la Relation de provenance organique ou fonctionnelle
rico:organicProvenanceRelation_role,A le rôle de la Relation de provenance organique
rico:overlapsOrOverlapped,Chevauche ou a chevauché
rico:ownershipRelation_role,A le rôle de la Relation de propriété
rico:performanceRelation_role,A le rôle de la Relation entre activités et agents
rico:performsOrPerformed,Exerce ou a exercé
rico:placeRelation_role,A le rôle de la Relation impliquant un lieu
rico:positionHoldingRelation_role,A le rôle de la Relation entre une personne et un poste
rico:positionIsContextOfLeadershipRelation,Poste est le contexte de la relation de direction
rico:positionIsContextOfMembershipRelation,Poste est le contexte de la relation d'appartenance
rico:positionToGroupRelation_role,A le rôle de la Relation entre un poste et un groupe
rico:precededInSequence,A précédé dans la séquence
rico:precedesInSequenceTransitive,Précède dans la séquence transitif
rico:precedesInTime,Précède dans le temps
rico:precedesOrPreceded,Précède ou a précédé
rico:precedesProxyInSequence,Précède le proxy dans la séquence
rico:proxyDirectlyFollowsInSequence,Proxy suit directement dans la séquence
rico:proxyDirectlyFollowsProxyInSequence,Proxy suit directement le proxy dans la séquence
rico:proxyDirectlyIncludes,Proxy inclut directement
rico:proxyDirectlyIncludesProxy,Proxy inclut directement le proxy
rico:proxyDirectlyPrecedesInSequence,Proxy précède directement dans la séquence
rico:proxyDirectlyPrecedesProxyInSequence,Proxy précède directement le proxy dans la séquence
rico:proxyFollowsInSequence,Proxy suit dans la séquence
rico:proxyFollowsProxyInSequenceTransitive,Proxy suit le proxy dans la séquence transitif
rico:proxyFor,Proxy pour
rico:proxyHasConstituent,Proxy a pour constituant
rico:proxyHasConstituentProxyTransitive,Proxy a pour constituant le proxy (transitif)
rico:proxyHasDirectConstituent,Proxy a pour constituant direct
rico:proxyHasDirectConstituentProxy,Proxy a pour constituant direct le proxy
rico:proxyIn,Proxy dans
rico:proxyInRecord,Proxy dans l’objet informationnel
rico:proxyInRecordSet,Proxy dans l’ensemble d’objets informationnels
rico:proxyIncludes,Proxy inclut
rico:proxyIncludesProxyTransitive,Proxy inclut le proxy (transitif)
rico:proxyIsConstituentOf,Proxy est un constituant de
rico:proxyIsConstituentOfProxyTransitive,Proxy est un constituant du proxy (transitif)
rico:proxyIsDirectConstituentOf,Proxy est un constituant direct de
rico:proxyIsDirectConstituentOfProxy,Proxy est un constituant direct du proxy
rico:proxyIsDirectlyIncludedIn,Proxy est directement inclus dans
rico:proxyIsDirectlyIncludedInProxy,Proxy est directement inclus dans le proxy
rico:proxyIsIncludedIn,Proxy est inclus dans
rico:proxyIsIncludedInProxyTransitive,Proxy est inclus dans le proxy (transitif)
rico:proxyPrecedesInSequence,Proxy précède dans la séquence
rico:proxyPrecedesProxyInSequenceTransitive,Proxy précède le proxy dans la séquence (transitif)
rico:recordResourceGeneticRelation_role,A le rôle de la Relation génétique entre des ressources archivistiques
rico:recordResourceHasSourceOfInformation,Ressource(s) utilisée(s) pour élaborer la notice
rico:recordResourceHoldingRelation_role,A le rôle de la Relation entre agents et ressources archivistiques ou instanciations conservées
rico:recordResourceToInstantiationRelation_role,A le rôle de la Relation d’instanciation
rico:recordResourceToRecordResourceRelation_role,A le rôle de la Relation entre ressources archivistiques
rico:regulatesOrRegulated,Régule ou a régulé
rico:relationConnects,Relation avec
rico:relationHasContext,Relation a pour contexte
rico:relationHasDate,Relation a pour date
rico:relationHasSource,Source
rico:relationHasTarget,Cible
rico:relation_role,A le rôle de la Relation
rico:resultedFromTheMergerOf,Résulte de la fusion de
rico:resultedFromTheSplitOf,Résulte de la séparation de
rico:resultsOrResultedFrom,Résulte ou a résulté de
rico:resultsOrResultedIn,A ou a eu pour résultat
rico:roleIsContextOfCreationRelation,Rôle est le contexte de la relation de création
rico:ruleRelation_role,A le rôle de la Relation impliquant une règle
rico:sequentialRelation_role,A le rôle de la Relation séquentielle
rico:siblingRelation_role,A le rôle de la Relation de fratrie
rico:spouseRelation_role,A le rôle de la Relation matrimoniale
rico:studiesOrStudiedAt,Étudie ou a étudié à
rico:studyAtRelation_role,A le rôle de la Relation entre institution d’enseignement et étudiants
rico:teachingRelation_role,A le rôle de la Relation entre enseignants et étudiants
rico:temporalRelation_role,A le rôle de la Relation temporelle
rico:thingIsConnectedToRelation,Est connecté à la relation
rico:thingIsContextOfRelation,Chose est le contexte de la relation
rico:thingIsSourceOfRelation,Est la source de la relation
rico:thingIsTargetOfRelation,Est la cible de la relation
rico:typeRelation_role,A le rôle de la Relation de catégorisation
rico:wasComponentOf,A été le composant de
rico:wasConstituentOf,A été un constituant de
rico:wasContainedBy,Était contenu dans
rico:wasIncludedIn,A été inclus dans
rico:wasLastUpdatedAtDate,A pour date de dernière mise à jour
rico:wasMergedInto,A été fusionné dans
rico:wasPartOf,A fait partie de
rico:wasSplitInto,A été séparé en
rico:wasSubdivisionOf,A été une subdivision de
rico:wasSubeventOf,A été un événement constitutif de l'événement
rico:wasSubordinateTo,A été subalterne de
rico:wasUsedFromDate,A été utilisé à partir de la date
rico:wasUsedToDate,A été utilisé jusqu’à la date
rico:wholePartRelation_role,A le rôle de la Relation partitive
rico:workRelation_role,A le rôle de la Relation de travail
